GSR,HR,Label
1023.0,99.29075059101656,0
1006.0201371577106,76.42009670069211,0
998.0674943310083,83.37340484738654,0
980.442482586369,76.06936638771859,0
974.2092303600526,84.05320795121833,0
968.8358411793538,88.34778630460448,0
959.1636400068412,87.93957305221551,0
955.7246910606447,96.94648836611557,0
946.2675395222487,62.588365650969536,0
937.0251021271204,68.9114186851211,0
931.0067317894963,93.02386735237081,0
921.3346983624078,95.06373274161736,0
916.3912407045178,70.69840983196707,0
904.5697174088104,89.83264941579712,0
890.1686049762511,91.89777021919879,0
840.088376258726,77.29228451793675,0
778.1861210092208,67.86168650443446,0
787.4287261497736,96.64612903985123,0
745.730736290911,60.99848640632724,0
790.4377435731614,64.06400000000001,0
817.0899753333879,69.79483880840645,0
858.3578659240175,63.26543421821022,0
860.5073557926365,64.89783421097333,0
732.4045365380854,68.08979591836734,0
719.7233179421851,90.56367898510756,0
768.5142553275571,104.9617143605037,0
788.0733718158502,73.17084374686385,0
761.2062581669313,82.59318910561174,0
809.1375002521103,77.61107388963245,0
745.0859228794102,58.75428465071815,0
808.9224506179936,74.78661076885732,0
907.3636851980816,71.41844437365287,0
739.2826021759025,64.67060751900678,0
652.4480090028296,66.927702767404,0
667.9233631334256,64.62236683056537,0
665.5591591215388,64.61914822639831,0
735.1988398182053,85.378869676415,0
819.2391297111582,63.304054054054056,0
796.6708280540531,89.85194310181372,0
826.3322449830919,77.34124095480968,0
820.3140423908923,76.69249057886009,0
812.7911633415742,82.47508210368423,0
801.1845219345591,59.50969848723804,0
790.8675073505456,74.02320026650115,0
780.5506605119565,74.5137153167256,0
770.6635774507517,67.38231366761337,0
729.8254506375066,81.78734896097063,0
695.4352901938453,84.65777931671283,0
700.1640337084676,114.70728656045752,0
736.4884666412071,91.06453197087659,0
757.3373776979263,111.49942329873126,0
753.6835468630376,108.95040369088812,0
747.0203631139127,84.12259021255561,0
745.9457859250276,92.95165420684144,0
747.2354127480291,110.0992214040769,0
731.5448412378923,68.41851102433343,0
722.7325031109972,70.17653460814728,0
719.2933864193765,90.35474449011295,0
712.2006066382914,86.64405927176824,0
704.4628457002814,70.66764132553607,0
698.4444753626574,72.49142951066028,0
689.6319694903376,66.91736069731024,0
679.7447186837084,64.32585227235118,0
