timestamp_iso,hr,gsr,raw_line,rule_state,ml_state,fused_state,final_state,connection
2026-03-30T04:58:18.955756Z,,,"GSR:377,HR:70",,,,,
2026-03-30T04:58:20.557792Z,,,"GSR:370,HR:69",,,,,
2026-03-30T04:58:22.194853Z,,,"GSR:365,HR:69",,,,,
2026-03-30T04:58:23.694260Z,,,"GSR:374,HR:71",,,,,
2026-03-30T04:58:25.379651Z,71.00952422522519,381.5612721441691,"GSR:392,HR:72",,,,,
2026-03-30T04:58:27.188271Z,71.00184284103659,379.2642366050972,"GSR:368,HR:70",,,,,
2026-03-30T04:58:28.865921Z,70.96470378951356,380.9715397744747,"GSR:371,HR:71",CALM,CALM,CALM,CALM,mock
2026-03-30T04:58:30.584275Z,70.51074903872538,380.93942396486557,"GSR:390,HR:69",CALM,CALM,CALM,CALM,mock
2026-03-30T04:58:32.218565Z,70.34713991795726,378.23673518062503,"GSR:389,HR:70",CALM,CALM,CALM,CALM,mock
2026-03-30T04:58:33.855870Z,70.42698605467568,379.5702643507571,"GSR:376,HR:72",CALM,CALM,CALM,CALM,mock
2026-03-30T19:05:18.616048Z,,,"GSR:365,HR:68",,,,,
2026-03-30T19:06:16.536490Z,,,"GSR:368,HR:69",,,,,
2026-03-30T19:06:18.233113Z,,,"GSR:386,HR:71",,,,,
2026-03-30T19:06:19.742406Z,,,"GSR:390,HR:68",,,,,
2026-03-30T19:06:21.301026Z,,,"GSR:369,HR:71",,,,,
2026-03-30T19:06:22.776634Z,70.52151526837412,384.66740015204397,"GSR:380,HR:70",,,,,
2026-03-30T19:06:24.359387Z,70.15221353108352,382.5727165678688,"GSR:377,HR:68",,,,,
2026-03-30T19:06:26.006704Z,70.04810370027666,382.8371263576171,"GSR:394,HR:69",,,,,
2026-03-30T19:06:27.828492Z,69.7647724176679,384.08994034673526,"GSR:385,HR:69",,,,,
2026-03-30T19:06:29.412184Z,69.29005552902598,383.77033996751396,"GSR:368,HR:68",,,,,
2026-03-30T19:06:31.166573Z,70.02553517575943,383.4760624120742,"GSR:377,HR:72",,,,,
2026-03-30T19:06:32.816815Z,70.27220272753607,380.7177505486905,"GSR:379,HR:70",,,,,
2026-03-30T19:06:34.542829Z,70.44190913801542,377.41151209992967,"GSR:372,HR:70",,,,,
2026-03-30T19:06:36.177649Z,70.58254330601231,379.8839395303452,"GSR:393,HR:70",,,,,
2026-03-30T19:06:37.841501Z,70.36400150681402,382.1953390618303,"GSR:388,HR:71",,,,,
2026-03-30T19:06:39.416474Z,70.15542249978947,382.5321990311154,"GSR:391,HR:70",,,,,
2026-03-30T19:06:41.052597Z,70.11344165553497,385.2230575267664,"GSR:383,HR:70",,,,,
2026-03-30T19:06:42.666047Z,70.48480852306938,380.8117144446353,"GSR:374,HR:72",,,,,
2026-03-30T19:06:44.338728Z,69.78522200484866,376.8348530294803,"GSR:375,HR:69",,,,,
2026-03-30T19:06:45.987138Z,,,"GSR:390,HR:72",,,,,
2026-03-30T19:06:46.066021Z,69.5794378067105,377.4315533627938,"GSR:380,HR:70",,,,,
